
"TA2ID;English;Latin;Français;Español;Portugues;Italiano;Parsi"
"6082;Nucleus of accessory nerve;Nucleus nervi accessorii;Noyau du nerf accessoire;Núcleo del nervio accesorio;Núcleo do nervo acessório;Nucleo del nervo accessorio;هسته پی یدکی"
"6083;Nucleus of phrenic nerve;Nucleus nervi phrenici;Noyau du nerf phrénique;Núcleo del nervio frénico;Núcleo do nervo frênico;Nucleo del nervo frenico;هسته پی میان پرده"
"6084;Nucleus of pudendal nerve;Nucleus nervi pudendalis;Noyau du nerf pudendal;Núcleo del nervio pudendo;Núcleo do nervo pudendo;Nucleo del nervo pudendo;هسته پی شرمگاهی"
"6085;White matter of spinal cord;Substantia alba medullae spinalis;Substance blanche de la moëlle épinière;Sustancia blanca de la médula espinal;Substância branca da medula espinhal;Sostanza bianca del midollo spinale;پرموته سپید مازه پشتی"
"6086;Posterior funiculus;Funiculus posterior;Funiculus postérieur;Funículo posterior;Funículo posterior;Funicolo posteriore;دسته پسی"
"6087;Posterior fasciculus proprius;Fasciculus proprius posterior;Faisceau postérieur propre;Fascículo posterior propio;Fascículo próprio posterior;Fascicolo proprio posteriore ;دسته دپسی ویژه"
"6088;Gracile fasciculus;Fasciculus gracilis;Faisceau gracile;Fascículo grácil;Fascículo grácil;Fascicolo gracile;دسته باریک"
"6089;Cuneate fasciculus;Fasciculus cuneatus;Faisceau cunéïforme;Fascículo cuneiforme;Fascículo cuneado;Fascicolo cuneato;دسته گوه ای"
"6090;Spinogracile fibres;Fibrae spinograciles;Fibres spinograciles;Fibras espinográcilas;Fibras espinográcilas;Fibre spinogracili;رشته های مازه ای-باریکی"
"6091;Spinocuneate fibres;Fibrae spinocuneatae;Fibres spinocunéales;Fibras de espinocuneato;Fibras espinocuneadas;Fibre spinocuneate;رشته های مازه ای- گوه ای"
"6092;Posterolateral tract;Fasciculus posterolateralis;Tractus postérolatéral;Tracto posterolateral;Trato posterolateral;Tratto posterolaterale;دسته پسی بیرونی"
"6093;Lateral funiculus;Funiculus lateralis;Funiculus latéral;Funículo lateral;Funículo lateral;Funicolo laterale;دسته بیرونی"
"6094;Lateral fasciculus proprius;Fasciculus proprius lateralis;Faisceau latéral propre;Fascículo lateral propio;Fascículo próprio lateral;Fascicolo proprio laterale;دسته بیرونی ویژه"
"6095;Lateral corticospinal tract;Tractus corticospinalis lateralis;Faisceau corticospinal latéral;Tracto corticoespinal lateral;Trato corticoespinhal lateral;Tratto corticospinale laterale;راه پوسته ای -مازه ای بیرونی"
"6096;Lateral reticulospinal tract;Tractus reticulospinalis lateralis;Tractus réticulospinal latéral;Tracto reticuloespinal lateral;Trato reticulospinal lateral;Tratto reticolospinale laterale;راه تورینه ای- مازه ای بیرونی"
"6097;Rubrospinal tract;Tractus rubrospinalis;Faisceau rubrospinal;Tracto rubroespinal;Trato rubrospinal;Tratto rubrospinale;راه قرمزی- مازهه ای"
"6098;Hypothalamospinal fibres;Fibrae hypothalamospinales;Fibres hypothalamospinales;Fibras hipotálamospinales;Fibras hipotálamo-espinhais;Fibre ipotalamospinali;رشته های زیر اتاقکی- مازه ای"
"6099;Posterior spinocerebellar tract;Tractus spinocerebellaris posterior;Tractus spinocérébelleux postérieur;Tracto espinocerebeloso posterior;Trato espinocerebelar posterior;Tratto spinocerebellare posteriore;راه مازه ای- مخچه ای پسی"
"6100;Anterior spinocerebellar tract;Tractus spinocerebellaris anterior;Tractus spinocérébelleux antérieur;Tracto espinocerebeloso anterior;Trato espinocerebelar anterior;Tratto spinocerebellare anteriore;راه مازه ای-مخچه ای پیشی"
"6101;Anterolateral fasciculus;Fasciculus anterolateralis;Faisceau antérolatéral;Fascículo anterolateral;Fascículo ântero-lateral;Fascicolo anterolaterale;دسته پیشی بیرونی"
"6102;Spinothalamic tracts;Tractus spinothalamici;Tractus spinothalamiques;Tractos espinotalámicos;Tratos espinotalâmicos;Tratti spinotalamici;راههای مازه ای- اتاقکی"
"6103;Anterior spinothalamic tract;Tractus spinothalamicus anterior;Tractus spinothalamique antérieur;Tracto espinotalámico anterior;Trato espinotalâmico anterior;Tratto spinotalamico anteriore;راه مازه ای- اتاقکی پیشی"
"6104;Lateral spinothalamic tract;Tractus spinothalamicus lateralis;Tractus spinothalamique latéral;Tracto espinotalámico lateral;Trato espinotalâmico lateral;Tratto spinotalamico laterale;راه مازه ای- اتاقکی بیرونی"
"6105;Spinoreticular tract;Tractus spinoreticularis;Tractus spinoréticulaire;Tracto espinorreticular;Trato espinorreticular;Tratto spinoreticolare;راه مازه ای- تورینه ای"
"6106;Spinomesencephalic tract;Tractus spinomesencephalicus;Tractus spinomésencéphalique;Tracto espinomesencefálico;Trato espinomesencefálico;Tratto spinomesencefalico;راه مازه ای- مغز میانی"
"6107;Spinotectal tract;Tractus spinotectalis;Tractus spinotectal;Tracto spinotectal;Trato espinotetal;Tratto spino-tettale;راه مازه ای بامی"
"6108;Spinoperiaqueductal fibres;Fibrae spinoperiaquaeductales;Fibres spinopéri-aqueductal;Fibras espinoperi-acueductales;Fibras espinoperi-aquedutais;Fibre spinoperiaqueduttali;رشته های مازه ای- پیرا کاریز مغز میانی"
"6109;Spino-olivary tract;Tractus spinoolivaris;Tractus spino-olivaire;Tracto espino-olivar;Trato espino-olivar;Tratto spino-olivare;راه مازه ای- زیتونی"
"6110;Anterior funiculus;Funiculus anterior;Cordon antérieur;Funículo anterior;Funículo anterior;Funicolo anteriore;دسته پیشی"
"6111;Anterior fasciculus proprius;Fasciculus proprius anterior;Faisceau antérieur propre;Fascículo anterior propio;Fascículo próprio anterior;Fascicolo proprio anteriore;دسته پیشی ویژه"
"6112;Anterior corticospinal tract;Tractus corticospinalis anterior;Tractus corticospinal antérieur;Tracto corticoespinal anterior;Trato corticoespinhal anterior;Tratto corticospinale anteriore;راه پوسته ای- مازه ای پیشی"
"6113;Lateral vestibulospinal tract;Tractus vestibulospinalis lateralis;Tractus vestibulospinal latéral;Tracto vestibuloespinal lateral;Trato vestibulospinal lateral;Tratto vestibolospinale laterale;راه هشتی- مازه ای بیرونی"
"6114;Medial vestibulospinal tract;Tractus vestibulospinalis medialis;Tractus vestibulospinal médial;Tracto vestibuloespinal medial;Trato vestibulospinal medial;Tratto vestibolospinale mediale;راه هشتی -مازه ای درونی"
"6115;Reticulospinal fibres of anterior funiculus;Fibrae reticulospinales funiculi anterioris;Fibres réticulospinales du cordon antérieur;Fibras reticuloespinales del funículo anterior;Fibras reticulospinais do funículo anterior;Fibre reticolospinali del funicolo anteriore;رشته های تورینه ای مازه ای دسته پیشی"
"6116;Anterolateral reticulospinal tract;Tractus reticulospinalis anterolateralis;Tractus réticulospinal antérolatéral;Tracto reticuloespinal anterolateral;Trato reticulospinal ânterolateral;Tratto reticolospinale anterolaterale;راه تورینه ای -مازه ای پیشی بیرونی"
"6117;Anterior reticulospinal tract;Tractus reticulospinalis anterior;Tractus réticulospinal antérieur;Tracto reticuloespinal anterior;Trato reticulospinal anterior;Tratto reticolospinale anteriore;راه تورینه ای مازه ای پیشی"
"6118;Medial reticulospinal tract;Tractus reticulospinalis medialis tractus;Tractus réticulospinal médial;Tracto reticuloespinal medial;Trato reticulospinal medial;Tratto reticolospinale mediale;راه تورینه ای مازه ای درونی"
"6119;Tectospinal tract;Tractus tectospinalis;Tractus tectospinal;Tracto tectoespinal;Trato tectospinal;Tratto tettospinale;راه بامی -مازه ای"
"6120;Central structures of spinal cord;Structurae centrales medullae spinalis;Structures centrales de la moëlle épinière;Estructuras centrales de la médula espinal;Estruturas centrais da medula espinhal;Strutture centrali del midollo spinale;ساختارهای میانگاهی مازه پشتی"
"6121;Spinal area x;Area spinalis x;Aire spinale x;Área espinal x;Área espinhal x;Area spinale X (di Rexed);پهنه مازه ای X"
"6122;Anterior grey commissure;Commissura grisea anterior;Commissure grise antérieure;Comisura gris anterior;Comissura cinza anterior;Commissura grigia anteriore;پیوندگاه خاکستری پیشی"
"6123;Central gelatinous substance;Substantia gelatinosa centralis;Substance gélatineuse centrale;Sustancia gelatinosa central;Substância gelatinosa central;Sostanza gelatinosa centrale;پرموته دیرزندک میانگاهی"
"6124;Posterior grey commissure;Commissura grisea posterior;Commissure grise postérieure;Comisura gris posterior;Comissura cinza posterior;Commissura grigia posteriore ;پیوندگاه خاکستری پسی"
"6125;Anterior white commissure;Commissura alba anterior;Commissure blanche antérieure;Comisura blanca anterior;Comissura branca anterior;Commissura bianca anteriore;پیوندگاه سپید پیشی"
"6126;Posterior white commissure;Commissura alba posterior;Commissure blanche postérieure;Comisura blanca posterior;Comissura posterior branca;Commessura bianca posteriore;پیوندگاه سپید پسی"
"6127;Central canal;Canalis centralis;Canal central;Canal central;Canal central;Canale centrale;آبراه میانگاهی"
"6128;Terminal ventricle;Ventriculus terminalis;Ventricule terminal;Ventrículo terminal;Ventrículo terminal;Ventricolo terminale;شکمچه پایانی"
"6129;Peripheral nervous system nerves;Systema nervosum periphericum nervi;Nerfs du système nerveux périphérique;Nervios del sistema nervioso periférico;Nervos do sistema nervoso periférico;Nervi del sistema nervoso periferico;پی های دستگاه پئی پیرامونی"
"6131;Motor nerve;Nervus motorius;Nerf moteur;Nervio motor;Nervo motor;Nervo motore;پی جنبشی"
"6132;Sensory nerve;Nervus sensorius;Nerf sensoriel;Nervio sensorial;Nervo sensorial;Nervo sensoriale;پی سوهشی"
"6133;Cutaneous nerve;Nervus cutaneus;Nerf cutané;Nervio cutáneo;Nervo cutâneo;Nervo cutaneo;پی پوستی"
"6134;Mixed nerve;Nervus mixtus;Nerf mixte;Nervio mixto;Nervo misto;Nervo misto;پی آمیخته"
"6135;Cutaneous branch of nerve;Ramus cutaneus nervi;Branche cutanée du nerf;Ramo cutánea del nervio;Ramo cutâneo do nervo;Ramo cutaneo del nervo;شاخه پوستی پی"
"6136;Articular branch of nerve;Ramus articularis nervi;Branche articulaire du nerf;Ramo articular del nervio;Ramo articular do nervo;Ramo articolare del nervo;شاخه بندگاهی پی"
"6137;Muscular branch of nerve;Ramus muscularis nervi;Branche musculaire du nerf;Ramo muscular del nervio;Ramo muscular do nervo;Ramo muscolare del nervo;شاخه ماهیچه ای پی"
"6138;Autonomic branch of nerve;Ramus autonomicus nervi;Branche autonome du nerf;Ramo autonómica del nervio;Ramo autonômico do nervo;Ramo autonomo del nervo;شاخه خودکار پی"
"6139;Communicating branch of nerve;Ramus communicans nervi;Branche communiquante du nerf;Ramo comunicante del nervio;Ramo de comunicação do nervo;Ramo comunicante del nervo;شاخه پیوندی پی"
"6140;Ganglionic branch of nerve;Ramus ganglionicus nervi;Branche ganglionaire du nerf;Ramo ganglionar del nervio;Ramo ganglionar do nervo;Ramo gangliare del nervo;شاخه گرهی پی"
"6141;Autonomic nerve;Nervus autonomicus;Nerf autonome;Nervio autonómico;Nervo autonômico;Nervo autonomo;پی خودکار"
"6142;Cranial nerve;Nervus cranialis;Nerf crânien;Nervio craneal;Nervo craniano;Nervo cranico;پی کاسه سری"
"6143;Spinal nerve;Nervus spinalis;Nerf épineux;Nervio espinal;Nervo espinhal;Nervo spinale;پی مازه ای"
"6144;Trunk of spinal nerve;Truncus nervi spinalis;Tronc d'un nerf spinal;Tronco del nervio espinal;Tronco do nervo espinhal;Tronco del nervo spinale;تنه پی مازه ای"
"6145;Anterior root of spinal nerve;Radix anterior nervi spinalis;Racine antérieure (motrice) du nerf spinal;Raíz anterior del nervio espinal;Raiz anterior do nervo espinhal;Radice anteriore del nervo spinale;ریشه پیشی پی مازه ای"
"6146;Posterior root of spinal nerve;Radix posterior nervi spinalis;Racine postérieure (sensitive) du nerf spinal;Raíz posterior del nervio espinal;Raiz posterior do nervo espinhal;Radice posteriore del nervo spinale;ریشه پسی پی مازه ای"
"6147;Anterior ramus of spinal nerve;Ramus anterior nervi spinalis;Branche antérieure du nerf spinal;Ramo anterior del nervio espinal;Ramo anterior do nervo espinhal;Ramo anteriore del nervo spinale;شاخ پیشی پی مازه ای"
"6148;Meningeal branch of spinal nerve;Ramus meningeus nervi spinalis;Branche méningée du nerf spinal;Ramo meníngea del nervio espinal;Ramo meníngeo do nervo espinhal;Ramo meningeo del nervo spinale;شاخه پرده مغزی پی مازه ای"
"6149;Grey communicating branch of spinal nerve;Ramus communicans griseus nervi spinalis;Branche communiquante grise du nerf spinal;Ramo comunicante gris del nervio espinal;Ramo comunicante cinza do nervo espinhal;Ramo comunicante grigio del nervo spinale;شاخه پیوندی خاکستری پی مازه ای"
"6150;White communicating branch of spinal nerve;Ramus communicans albus nervi spinalis;Branche communiquante blanche du nerf spinal;Ramo comunicante blanca del nervio espinal;Ramo comunicante branco do nervo espinhal;Ramo comunicante bianco del nervo spinale;شاخه پیوندی سپید پی مازه ای"
"6151;Posterior ramus of spinal nerve;Ramus posterior nervi spinalis;Branche postérieure du nerf spinal;Ramo posterior del nervio espinal;Ramo posterior do nervo espinhal;Ramo posteriore del nervo spinale;شاخ پسی پی مازه ای"
"6152;Medial branch of posterior ramus of spinal nerve;Ramus posterior medialis nervi spinalis;Branche postéromédiale du nerf spinal;Ramo posterior medial del nervio espinal;Ramo medial do ramo posterior do nervo espinhal;Ramo posteriore mediale del nervo spinale;شاخهدرونی شاخ پسی پی مازه ای"
"6153;Lateral branch of posterior ramus of spinal nerve;Ramus posterior lateralis nervi spinalis;Branche postérolatérale du nerf spinal;Ramo posterior lateral del nervio espinal;Ramo lateral do ramo posterior do nervo espinhal;Ramo posteriore laterale del nervo spinale;شاخه بیرونی شاخ پسی پی مازه ای"
"6154;Nerve;Nervus;Nerf;Nervio;Nervo;Nervo;پی"
"6155;Epineurium;Epineurium;Épinèvre;Epineuro;Epineuro;Epinevrio;روپی"
"6156;Perineurium;Perineurium;Périnèvre;Perineurio;Perineuro;Perinevrio;پیراپی"
"6157;Nerve fascicle;Fasciculus nervi;Faisceau nerveux;Fascículo nervioso;Fascículo nervoso;Fascicolo nervoso;رشته پی"
"6158;Endoneurium;Endoneurium;Endonèvre;Endoneuro;Endoneuro;Endonevrio;درون پی"
"6159;Peripheral nerve fibres;Neurofibrae periphericae;Fibres nerveuses périphériques;Fibras nerviosas periféricas;Fibras nervosas periféricas;Fibre nervose periferiche;رشته های پئی پیرامونی"
"6160;Roots of nerves;Radices nervorum;Racines nerveuses;Raíces nervosas;Raízes nervosas;Radici dei nervi;ریشه های پی"
"6161;Root of nerve;Radix nervi;Racine nerveuse;Raíz del nervio;Raiz do nervo;Radice del nervo;ریشه پی"
"6162;Rootlet of nerve;Radicula nervi;Radicelle du nerf;Raízita del nervio;Raiz de nervo;Radichette del nervo;ریشه چه های پی"
"6163;Cauda equina;Cauda equina;Queue-de-cheval;Cauda equina;Cauda equina;Cauda equina;دم اسب"
"6164;Ganglia;Ganglia;Ganglions;Ganglios;Ganglia;Gangli;گره ها"
"6165;Sensory ganglia;Ganglia sensoria;Ganglions sensitifs;Ganglios sensoriales;Gânglios sensoriais;Gangli sensoriali;گره های سوهشی"
"6166;Sensory ganglion of cranial nerve;Ganglion sensorium nervi cranialis;Ganglion sensitif du nerf crânien;Ganglio sensorial del nervio craneal;Gânglio sensorial do nervo craniano;Ganglio sensoriale del nervo cranico;گره سوهشی پی کاسه سری"
"6167;Spinal ganglion;Ganglion spinale;Ganglion spinal;Ganglio espinal;Gânglio espinhal;Ganglio spinale;گره مازه ای"
"6168;Autonomic ganglia;Ganglia autonomica;Ganglion autonome;Ganglios autonómos;Gânglios autônomos;Gangli autonomi;گره های خودکار"
"6169;Sympathetic ganglion;Ganglion sympathicum;Ganglion sympathique;Ganglio simpático;Gânglio simpático;Ganglio simpatico;گره سیمپاتیک"
"6170;Parasympathetic ganglion;Ganglion parasympathicum;Ganglion parasympathique;Ganglio parasimpático;Gânglio parassimpático;Ganglio parasimpatico;گره پارا سیمپاتیک"
"6171;Visceral ganglion;Ganglion viscerale;Ganglion viscéral;Ganglio visceral;Gânglio visceral;Ganglio viscerale;گره اندرونه ای"
"6172;Nerve plexuses;Plexus nervosi;Plexus nerveux;Plexos nerviosos;Plexos nervosos;Plessi nervosi;تارهای پئی"
"6173;Spinal nerve plexus;Plexus nervorum spinalium;Plexus nerveux spinal;Plexo del nervio espinal;Plexo do nervo espinhal;Plesso dei nervi spinali;تار پی مازه ای"
"6174;Autonomic plexuses;Plexus autonomici;Plexus autonomes;Plexos autónomos;Plexos autonômicos;Plessi autonomi;تارهای خودکار"
"6175;Visceral plexus;Plexus visceralis;Plexus viscéral;Plexo visceral;Plexo visceral;Plesso viscerale;تار اندرونه ای@"
"6176;Perivascular plexus;Plexus perivascularis;Plexus périvasculaire;Plexo perivascular;Plexo perivascular;Plesso perivascolare;تار پیرارگی"
"6177;Peri-arterial plexus;Plexus periarterialis;Plexus péri-artériel;Plexo peri-arterial;Plexo peri-arterial;Plesso periarterioso;تار پیرا سرخرگی"
"6178;Cranial nerves;Nervi craniales;Nerfs crâniens;Nervios craneales;Nervos cranianos;Nervi cranici;پی های کاسه سری"
"6179;Terminal nerve;Nervus terminalis;Nerf terminal;Nervio terminal;Nervo terminal;Nervo terminale;پی پایانی"
"6180;Terminal ganglion;Ganglion terminale;Ganglion terminal;Ganglio terminal;Gânglio terminal;Ganglio terminale;گره پایانی"
"6181;Olfactory nerve (I);Nervus olfactorius (I);Nerf olfactif (I);Nervio olfatorio (I);Nervo olfatório (I);Nervo olfattorio (I);پی بویایی"
"6182;Olfactory fibre bundle;Filum olfactorium;Filum olfactif;Haz de fibras olfativas;Feixe de fibras olfativas;Filo olfattorio;دسته رشته بویایی"
"6183;Optic nerve (II);Nervus opticus (II);Nerf optique (II);Nervio óptico (II);Nervo óptico (II);Nervo ottico (II);پی بینایی"
"6184;Outer sheath of optic nerve;Vagina externa nervi optici;Gaine externe du nerf optique;Vaina externa del nervio óptico;Bainha externa do nervo óptico;Guaina esterna del nervo ottico;نیام بیرونی پی بینایی"
"6185;Inner sheath of optic nerve;Vagina interna nervi optici;Gaine interne du nerf optique;Vaina interna del nervio óptico;Bainha interna do nervo óptico;Guaina interna del nervo ottico;نیام درونی پی بینایی"
"6186;Subarachnoid space of optic nerve;Spatium subarachnoidale nervi optici;Espace subarachnoïde du nerf optique;Espacio subaracnoideo del nervio óptico;Espaço subaracnóide do nervo óptico;Spazio subaracnoideo del nervo ottico;فراخناکی زیر کارتکی پی بینایی"
"6187;Oculomotor nerve (III);Nervus oculomotorius (III);Nerf oculomoteur (III);Nervio oculomotor (III);Nervo oculomotor (III);Nervo oculomotore (III);پی جنبشی چشم"
"6188;Superior branch of oculomotor nerve;Ramus superior nervi oculomotorii;Branche supérieure du nerf oculomoteur;Ramo superior del nervio oculomotor;Ramo superior do nervo oculomotor;Ramo superiore del nervo oculomotore;شاخه بالایی پی جنبشی چشم"
"6189;Inferior branch of oculomotor nerve;Ramus inferior nervi oculomotorii;Branche inférieure du nerf oculomoteur;Ramo inferior del nervio oculomotor;Ramo inferior do nervo oculomotor;Ramo inferiore del nervo oculomotore;شاخه پایینی پی جنبشی چشم"
"6190;Branch of oculomotor nerve to ciliary ganglion;Ramus ganglionicus ciliaris nervi oculomotorii;Branche du nerf oculomoteur pour le ganglion ciliaire;Ramo del nervio oculomotor para el ganglio ciliar;Ramo do nervo oculomotor para gânglio ciliar;Ramo del nervo oculomotore al ganglio ciliare;شاخه پی جنبشی چشم به گره مژگانی"
"6191;Trochlear nerve (IV);Nervus trochlearis (IV);Nerf trochléaire (IV);Nervio troclear (IV);Nervo troclear (IV);Nervo trocleare (IV);پی قرقره ای"
"6192;Trigeminal nerve (V);Nervus trigeminus (V);Nerf trijumeau (V);Nervio trigémino (V);Nervo trigêmeo (V);Nervo trigemino (V);پی سه قلو"
"6193;Sensory root of trigeminal nerve;Radix sensoria nervi trigemini;Racine sensitive du nerf trijumeau;Raíz sensorial del nervio trigémino;Raiz sensorial do nervo trigêmeo;Radice sensitiva del nervo trigemino;ریشه سوهشی پی سه قلو"
"6194;Trigeminal ganglion;Ganglion trigeminale;Ganglion trigéminal;Ganglio trigémino;Gânglio trigêmeo;Ganglio del trigemino;گره سه قلو"
"6195;Motor root of trigeminal nerve;Radix motoria nervi trigemini;Racine motrice du nerf trijumeau;Raíz motora del nervio trigémino;Raiz motora do nervo trigêmeo;Radice motoria del nervo trigemino;ریشه جنبشی پی سه قلو"
"6196;Ophthalmic nerve;Nervus ophthalmicus;Nerf ophtalmique;Nervio oftálmico;Nervo oftálmico;Nervo oftalmico;پی چشمی"
"6197;Tentorial branch of ophthalmic nerve;Ramus tentorius nervi ophthalmici;Branche tentoriale du nerf ophtalmique;Rama tentorial del nervio oftálmico;Ramo tentorial do nervo oftálmico;Ramo tentoriale del nervo oftalmico;شاخه چادرینه ای پی چشمی"
"6198;Lacrimal nerve;Nervus lacrimalis;Nerf lacrymal;Nervio lagrimal;Nervo lacrimal;Nervo lacrimale;پی اشکی"
"6199;Frontal nerve;Nervus frontalis;Nerf frontal;Nervio frontal;Nervo frontal;Nervo frontale;پی پیشانی"
"6200;Supra-orbital nerve;Nervus supraorbitalis;Nerf supra-orbitaire;Nervio supraorbitario;Nervo supra-orbital;Nervo sopraorbitale;پی بالای چشمی"
"6201;Lateral branch of supra-orbital nerve;Ramus lateralis nervi supraorbitalis;Rameau latéral du nerf supra-orbitaire;Ramo lateral del nervio supraorbitario;Ramo lateral do nervo supra-orbital;Ramo laterale del nervo sopraorbitale;شاخه بیرونی پی بالای چشمی"
"6202;Medial branch of supra-orbital nerve;Ramus medialis nervi supraorbitalis;Rameau médial du nerf supra-orbitaire;Ramo medial del nervio supraorbitario;Ramo medial do nervo supra-orbital;Ramo mediale del nervo sopraorbitale;شاخه درونی پی بالای چشمی"
"6203;Supratrochlear nerve;Nervus supratrochlearis;Nerf supratrochléaire;Nervio supratroclear;Nervo supratroclear;Nervo sopratrocleare;پی بالای قرقره ای"
"6204;Nasociliary nerve;Nervus nasociliaris;Nerf nasociliaire;Nervio nasociliar;Nervo nasociliar;Nervo nasociliare;پی بینی مژگانی"
"6205;Branch of nasociliary nerve to ciliary ganglion;Ramus ganglionicus ciliaris nervi nasociliaris;Branche du nerf nasociliaire pour le ganglion ciliaire;Ramo del nervio nasociliar para el ganglio ciliar;Ramo do nervo nasociliar para gânglio ciliar;Ramo del nervo nasociliare al ganglio ciliare;شاخه پی بینی-مژگانی به گره مژگانی"
"6206;Long ciliary nerves;Nervi ciliares longi;Longs nerfs ciliaires;Nervios ciliares largos;Nervos ciliares longos;Nervi ciliari lunghi;پی های مژگانی بلند"
"6207;Posterior ethmoidal nerve;Nervus ethmoideus posterior;Nerf ethmoïdal postérieur;Nervio etmoidal posterior;Nervo etmoidal posterior;Nervo etmoidale posteriore;پی پرویزنی پسی"
"6208;Anterior ethmoidal nerve;Nervus ethmoideus anterior;Nerf ethmoïdal antérieur;Nervio etmoidal anterior;Nervo etmoidal anterior;Nervo etmoidale anteriore;پی پرویزنی پیشی"
"6209;Internal nasal branches of anterior ethmoidal nerve;Rami nasales interni nervi ethmoidei anterioris;Branches nasales internes du nerf ethmoïdal antérieur;Ramos nasales internos del nervio etmoidal anterior;Ramos nasais internos do nervo etmoidal anterior;Rami nasali interni del nervo etmoidale anteriore;شاخه های بینی درونی پی پرویزنی پیشی"
"6210;Lateral nasal branches of anterior ethmoidal nerve;Rami nasales laterales nervi ethmoidei anterioris;Branches nasales latérales du nerf ethmoïdal antérieur;Ramos nasales laterales del nervio etmoidal anterior;Ramos nasais laterais do nervo etmoidal anterior;Rami nasali laterali del nervo etmoidale anteriore;شاخه های بینی بیرونی پی پرویزنی پیشی"
"6211;Medial nasal branches of anterior ethmoidal nerve;Rami nasales mediales nervi ethmoidei anterioris;Branches nasales médiales du nerf ethmoïdal antérieur;Ramos nasales mediales del nervio etmoidal anterior;Ramos mediais nasais do nervo etmoidal anterior;Rami nasali mediali del nervo etmoidale anteriore;شاخه های بینی درونی پی پرویزنی پیشی@"
"6212;External nasal branch of anterior ethmoidal nerve;Ramus nasalis externus nervi ethmoidei anterioris;Branche nasale externe du nerf ethmoïdal antérieur;Ramo nasal externo del nervio etmoidal anterior;Ramo nasal externo do nervo etmoidal anterior;Ramo nasale esterno del nervo etmoidale anteriore;شاخه بینی بیرونی پی پرویزنی پیشی"
"6213;Anterior meningeal branch of anterior ethmoidal nerve;Ramus meningeus anterior nervi ethmoidei anterioris;Branche méningée antérieure du nerf ethmoïdal antérieur;Ramo meníngeo anterior del nervio etmoidal anterior;Ramo meníngeo anterior do nervo etmoidal anterior;Ramo meningeo anteriore del nervo etmoidale anteriore;شاخه پرده مغزی پیشی پی پرویزنی پیشی"
"6214;Infratrochlear nerve;Nervus infratrochlearis;Nerf infratrochléaire;Nervio infratroclear;Nervo infratroclear;Nervo infratrocleare;پی زیر قرقره ای"
"6215;Palpebral branches of infratrochlear nerve;Rami palpebrales nervi infratrochlearis;Branches palpébrales du nerf infratrochléaire;Ramos palpebrales del nervio infratroclear;Ramos palpebrais do nervo infratroclear;Rami palpebrali del nervo infratrocleare;شاخه های پلکی پی زیر قرقره ای"
"6216;Maxillary nerve;Nervus maxillaris;Nerf maxillaire;Nervio maxilar;Nervo maxilar;Nervo mascellare;پی آرواره بالایی"
"6217;Meningeal branch of maxillary nerve;Ramus meningeus nervi maxillaris;Branche méningée du nerf maxillaire;Ramo meníngeo del nervio maxilar;Ramo meníngeo do nervo maxilar;Ramo meningeo del nervo mascellare;شاخه پرده مغزی پی آرواره بالایی"
"6218;Branches of maxillary nerve to pterygopalatine ganglion;Rami ganglionici pterygopalatini nervi maxillaris;Branches du nerf maxillaire pour le ganglion ptérygopalatin;Ramos del nervio maxilar para el ganglio pterigopalatino;Ramos do nervo maxilar ao gânglio pterigopalatino;Rami gangl. del nervo mascellare al ganglio pterigopalatino;شاخه های پی آرواره بالایی گره ناخنی-کامی"
"6219;Lateral superior posterior nasal branches of maxillary nerve;Rami nasales posteriores superiores lat. nervi maxillaris;Br. nasales supéropostérieures latérales du n. maxillaire;R. nasales posteriores superiores laterales del n. maxilar;Ramos nasais posteriores superiores laterais do nervo maxilar;Rami nasali posteriori supero-laterali del nervo mascellare;شاخه های بینی بیرونی-بالایی -پسی پی آرواره بالایی"
"6220;Medial superior posterior nasal branches of maxillary nerve;Rami nasales posteriores superiores mediales nervi maxillaris;Br. nasales supéropostérieures médiales du n. maxillaire;R. nasales posteriores superiores mediales del nervio maxilar;Ramos nasais superomosteriores mediais do nervo maxilar;Rami nasali posteriori supero-mediali del nervo mascellare;شاخه های بینی درونی-بالایی -پسی پی آرواره بالایی"
"6221;Nasopalatine nerve;Nervus nasopalatinus;Nerf nasopalatin;Nervio nasopalatino;Nervo nasopalatino;Nervo nasopalatino;پی بینی -کامی"
"6222;Gingival branches of nasopalatine nerve;Rami gingivales nervi nasopalatini;Branches gingivales du nerf nasopalatin;Ramos gingivales del nervio nasopalatino;Ramos gengivais do nervo nasopalatino;Rami gengivali del nervo nasopalatino;شاخه های بجی پی بینی کامی"
"6223;Pharyngeal nerve;Nervus pharyngeus;Nerf pharyngien;Nervio faríngeo;Nervo faríngeo;Nervo faringeo;پی گلویی"
"6224;Greater palatine nerve;Nervus palatinus major;Nerf grand palatin;Nervio palatino mayor;Nervo palatino maior;Nervo palatino maggiore;پی کامی بزرگتر"
"6225;Inferior posterior nasal branches of greater palatine nerve;Rami nasales posteriores inferiores nervi palatini majoris;Branches nasales inféropostérieures du nerf grand palatin;R. nasales inferoposteriores del nervio palatino mayor;Ramos nasais inferoposteriores do nervo palatino maior;Rami nasali posteriori inferiori del nervo palatino maggiore;شاخه های پایینی پسی بینی پی کامی بزرگتر"
